claim_id,customer_id,plan,state,appliance,issue,created_date,status,decision,payout,reason_code
CLM000283,C00420,Platinum,MO,Refrigerator,control board fault,2024-11-24,submitted,,0.0,
CLM000284,C00206,Gold,KS,Microwave,no power,2024-03-19,in_review,,0.0,
CLM000285,C00988,Silver,KS,Dishwasher,spray arm broken,2025-03-03,closed,partial,1344.13,
CLM000286,C01800,Platinum,MO,Refrigerator,ice maker failure,2024-02-06,approved,covered,2598.37,
CLM000287,C01429,Platinum,SC,Dryer,drum won't turn,2025-07-28,approved,partial,1858.08,
CLM000288,C00526,Gold,CT,Refrigerator,control board fault,2024-01-01,submitted,,0.0,
CLM000289,C01603,Platinum,UT,Washer,drain pump failure,2024-10-04,submitted,,0.0,
CLM000290,C00940,Silver,DE,Dryer,no heat,2024-10-23,approved,covered,572.16,
CLM000291,C00936,Silver,FL,Electrical Panel,burn smell,2024-02-12,in_review,,0.0,
CLM000292,C01062,Silver,AR,Electrical Panel,burn smell,2024-09-26,closed,denied,0.0,EXCLUDED_PREEXIST
CLM000293,C00944,Gold,FL,Plumbing,leak under sink,2025-04-01,closed,covered,1804.02,
CLM000294,C01898,Gold,CT,Water Heater,pilot won't stay lit,2024-03-25,approved,partial,1394.51,
CLM000295,C01711,Platinum,MO,Washer,belt snapped,2025-01-22,denied,covered,4336.21,
CLM000296,C00901,Platinum,IA,Electrical Panel,breaker trips,2024-06-14,approved,covered,3565.13,
CLM000297,C00162,Silver,HI,HVAC,refrigerant leak,2025-03-08,approved,covered,359.42,
CLM000298,C00950,Gold,IA,Microwave,magnetron fault,2024-04-19,closed,denied,0.0,COVERED_MECH
CLM000299,C00630,Gold,MT,Refrigerator,not cooling,2024-09-28,closed,covered,1562.61,
CLM000300,C00034,Gold,OK,Washer,drain pump failure,2024-02-10,in_review,,0.0,
CLM000301,C00820,Silver,AL,Dryer,no heat,2024-05-07,in_review,,0.0,
CLM000302,C00688,Silver,UT,HVAC,compressor failure,2024-11-22,approved,covered,362.0,
CLM000303,C00699,Platinum,GA,Microwave,magnetron fault,2025-08-12,in_review,,0.0,
CLM000304,C01443,Platinum,CO,Plumbing,clogged drain,2025-05-09,closed,covered,1948.39,
CLM000305,C01714,Platinum,AR,Microwave,magnetron fault,2024-11-10,submitted,,0.0,
CLM000306,C00674,Gold,CT,Washer,won't spin,2025-07-01,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000307,C00473,Gold,TX,Microwave,magnetron fault,2025-07-30,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000308,C01694,Gold,AR,HVAC,refrigerant leak,2024-08-30,approved,covered,827.45,
CLM000309,C00418,Silver,KY,Dishwasher,drain issue,2024-04-09,approved,partial,664.52,
CLM000310,C00930,Silver,KS,Electrical Panel,burn smell,2024-07-16,approved,partial,1221.32,
CLM000311,C00893,Platinum,SD,Plumbing,leak under sink,2024-06-19,denied,denied,0.0,LIMIT_EXCEEDED
CLM000312,C00336,Platinum,TX,HVAC,thermostat error,2024-06-27,in_review,,0.0,
CLM000313,C01080,Gold,WY,Plumbing,leak under sink,2024-04-21,in_review,,0.0,
CLM000314,C01373,Gold,UT,Dishwasher,spray arm broken,2024-11-04,approved,denied,0.0,LIMIT_EXCEEDED
CLM000315,C01116,Platinum,AL,Electrical Panel,breaker trips,2025-05-30,in_review,,0.0,
CLM000316,C00144,Gold,NV,Washer,won't spin,2024-02-17,submitted,,0.0,
CLM000317,C01456,Silver,MT,HVAC,no cooling,2024-07-29,closed,partial,1408.92,
CLM000318,C01874,Platinum,TN,Water Heater,leak,2024-02-15,closed,partial,217.13,
CLM000319,C01367,Silver,AK,Dishwasher,won't start,2024-11-25,closed,covered,1086.8,
CLM000320,C00780,Platinum,DE,Plumbing,low pressure,2024-06-02,denied,covered,1187.13,
CLM000321,C01736,Gold,TX,Plumbing,clogged drain,2024-09-07,in_review,,0.0,
CLM000322,C00396,Silver,GA,Water Heater,leak,2025-03-18,approved,covered,1005.04,
CLM000323,C00474,Platinum,ME,Refrigerator,control board fault,2024-01-23,denied,partial,4988.47,
CLM000324,C00794,Gold,IL,Water Heater,leak,2024-12-18,in_review,,0.0,
CLM000325,C00851,Platinum,IN,Electrical Panel,burn smell,2025-04-01,approved,partial,2511.43,
CLM000326,C00259,Platinum,NJ,Plumbing,clogged drain,2024-10-06,in_review,,0.0,
CLM000327,C00094,Gold,OR,Microwave,turntable stuck,2025-04-22,in_review,,0.0,
CLM000328,C01738,Platinum,VA,HVAC,thermostat error,2025-05-28,in_review,,0.0,
CLM000329,C01917,Gold,WI,Electrical Panel,loose neutral,2025-01-08,submitted,,0.0,
CLM000330,C00121,Platinum,NC,Electrical Panel,burn smell,2025-06-01,approved,denied,0.0,INFO_MISSING
CLM000331,C01208,Silver,MS,Refrigerator,control board fault,2024-04-28,submitted,,0.0,
CLM000332,C01786,Platinum,HI,Microwave,turntable stuck,2025-03-06,closed,covered,1101.7,
CLM000333,C01449,Gold,VA,Electrical Panel,breaker trips,2024-04-27,denied,covered,1378.17,
CLM000334,C00576,Platinum,KY,Dishwasher,won't start,2024-12-12,in_review,,0.0,
CLM000335,C00531,Platinum,MN,HVAC,compressor failure,2025-01-31,submitted,,0.0,
CLM000336,C00555,Silver,MI,Refrigerator,control board fault,2024-03-01,submitted,,0.0,
CLM000337,C01217,Platinum,KS,Water Heater,pilot won't stay lit,2024-10-21,approved,denied,0.0,LIMIT_EXCEEDED
CLM000338,C01165,Silver,HI,Refrigerator,not cooling,2025-07-08,submitted,,0.0,
CLM000339,C01014,Platinum,ME,Washer,won't spin,2025-04-19,in_review,,0.0,
CLM000340,C00337,Platinum,OH,Washer,belt snapped,2025-04-08,in_review,,0.0,
CLM000341,C01122,Platinum,PA,Dishwasher,leak,2024-12-24,approved,partial,3377.55,
CLM000342,C01494,Gold,MA,HVAC,no cooling,2025-03-13,approved,denied,0.0,LIMIT_EXCEEDED
CLM000343,C00053,Silver,LA,HVAC,thermostat error,2024-07-03,closed,denied,0.0,LIMIT_EXCEEDED
CLM000344,C00216,Silver,NH,Washer,drain pump failure,2025-06-18,approved,partial,171.73,
CLM000345,C01503,Platinum,NM,Microwave,magnetron fault,2024-08-26,in_review,,0.0,
CLM000346,C00695,Silver,VT,Water Heater,no hot water,2024-11-26,approved,covered,573.18,
CLM000347,C01313,Gold,IL,HVAC,compressor failure,2025-04-23,denied,denied,0.0,LIMIT_EXCEEDED
CLM000348,C01012,Platinum,LA,Washer,belt snapped,2024-09-26,approved,partial,3099.2,
CLM000349,C00833,Platinum,WA,Dryer,drum won't turn,2025-05-15,submitted,,0.0,
CLM000350,C00507,Platinum,MD,Plumbing,low pressure,2024-04-06,closed,denied,0.0,COVERED_MECH
CLM000351,C00003,Silver,MI,Washer,belt snapped,2024-06-25,approved,covered,112.96,
CLM000352,C01213,Gold,NY,Electrical Panel,loose neutral,2024-11-17,denied,denied,0.0,LIMIT_EXCEEDED
CLM000353,C01681,Silver,MA,Water Heater,no hot water,2024-05-19,approved,denied,0.0,INFO_MISSING
CLM000354,C00364,Platinum,NH,Dishwasher,spray arm broken,2025-03-19,closed,partial,1584.85,
CLM000355,C00492,Gold,NJ,Water Heater,pilot won't stay lit,2024-04-14,in_review,,0.0,
CLM000356,C01176,Gold,KS,Dishwasher,spray arm broken,2025-06-06,closed,covered,719.91,
CLM000357,C00708,Gold,AK,Dryer,drum won't turn,2024-08-17,approved,denied,0.0,INFO_MISSING
CLM000358,C01840,Gold,NC,HVAC,thermostat error,2024-09-26,denied,partial,2485.94,
CLM000359,C01266,Silver,TN,Water Heater,leak,2025-06-27,approved,denied,0.0,COVERED_MECH
CLM000360,C01808,Platinum,SD,Dryer,drum won't turn,2025-03-22,approved,denied,0.0,INFO_MISSING
CLM000361,C00784,Silver,ID,Refrigerator,ice maker failure,2024-10-14,submitted,,0.0,
CLM000362,C01234,Gold,OH,Water Heater,no hot water,2024-05-26,approved,covered,609.85,
CLM000363,C01017,Platinum,AL,Dryer,thermal fuse blown,2024-01-20,approved,covered,1492.07,
CLM000364,C01220,Platinum,MD,Washer,belt snapped,2025-06-17,in_review,,0.0,
CLM000365,C01832,Gold,NY,Plumbing,leak under sink,2024-12-23,in_review,,0.0,
CLM000366,C00226,Gold,SC,HVAC,compressor failure,2024-05-23,denied,partial,1746.34,
CLM000367,C00378,Platinum,IN,Washer,won't spin,2024-09-11,approved,covered,3492.18,
CLM000368,C00452,Platinum,UT,Dishwasher,won't start,2024-08-11,submitted,,0.0,
CLM000369,C01364,Gold,VA,Microwave,no power,2024-12-27,approved,partial,642.72,
CLM000370,C00367,Silver,UT,Plumbing,clogged drain,2024-10-08,closed,covered,396.68,
CLM000371,C01764,Platinum,AZ,Water Heater,no hot water,2024-10-06,in_review,,0.0,
CLM000372,C01040,Gold,CA,Water Heater,no hot water,2024-04-12,in_review,,0.0,
CLM000373,C00600,Platinum,IL,Refrigerator,ice maker failure,2024-06-30,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000374,C00813,Gold,PA,Microwave,magnetron fault,2025-04-23,denied,covered,2322.25,
CLM000375,C00532,Platinum,NY,Plumbing,leak under sink,2024-05-24,closed,denied,0.0,COVERED_MECH
CLM000376,C00334,Platinum,WI,Water Heater,leak,2024-07-13,closed,covered,3003.08,
CLM000377,C00228,Silver,ND,Plumbing,clogged drain,2025-08-11,approved,denied,0.0,EXCLUDED_INSTALL
CLM000378,C00354,Platinum,IN,Plumbing,low pressure,2024-08-31,submitted,,0.0,
CLM000379,C00710,Silver,OR,Electrical Panel,breaker trips,2025-04-03,approved,denied,0.0,EXCLUDED_INSTALL
CLM000380,C00206,Gold,KS,Refrigerator,control board fault,2024-06-05,submitted,,0.0,
CLM000381,C00862,Silver,WV,Plumbing,low pressure,2024-12-21,in_review,,0.0,
CLM000382,C01123,Platinum,MA,Refrigerator,ice maker failure,2025-05-03,in_review,,0.0,
CLM000383,C00409,Gold,WY,HVAC,compressor failure,2025-06-16,submitted,,0.0,
CLM000384,C00515,Platinum,WY,Refrigerator,ice maker failure,2024-10-23,closed,covered,1875.17,
CLM000385,C00213,Gold,VA,Washer,belt snapped,2025-05-23,approved,denied,0.0,LIMIT_EXCEEDED
CLM000386,C01715,Gold,TN,Dishwasher,drain issue,2024-04-25,approved,partial,1450.54,
CLM000387,C01676,Gold,OH,Electrical Panel,loose neutral,2024-11-17,submitted,,0.0,
CLM000388,C01507,Platinum,IA,Electrical Panel,breaker trips,2025-01-14,submitted,,0.0,
CLM000389,C01210,Gold,HI,Washer,won't spin,2024-03-22,approved,covered,1214.93,
CLM000390,C00556,Platinum,VT,Dryer,no heat,2025-03-25,approved,partial,965.43,
CLM000391,C00174,Gold,NH,Plumbing,clogged drain,2025-07-04,submitted,,0.0,
CLM000392,C01409,Platinum,NJ,Microwave,no power,2025-08-09,approved,covered,3612.02,
CLM000393,C00687,Platinum,MD,Dishwasher,leak,2024-02-16,closed,partial,1301.95,
CLM000394,C01207,Silver,MD,Dryer,drum won't turn,2024-07-11,denied,covered,312.2,
CLM000395,C01441,Platinum,UT,Electrical Panel,loose neutral,2024-09-27,approved,denied,0.0,LIMIT_EXCEEDED
CLM000396,C00613,Silver,NH,Microwave,turntable stuck,2025-03-21,closed,covered,1394.55,
CLM000397,C01894,Gold,SD,Dishwasher,drain issue,2025-04-06,submitted,,0.0,
CLM000398,C01395,Silver,DE,Refrigerator,not cooling,2024-11-20,approved,covered,520.49,
CLM000399,C00095,Silver,MD,Dishwasher,spray arm broken,2025-07-12,approved,denied,0.0,EXCLUDED_INSTALL
CLM000400,C01508,Silver,NJ,Microwave,no power,2024-03-25,denied,covered,1127.36,
CLM000401,C00833,Platinum,WA,HVAC,thermostat error,2025-06-23,approved,partial,2960.84,
CLM000402,C01570,Silver,CT,Dryer,thermal fuse blown,2024-12-09,denied,covered,977.8,
CLM000403,C00767,Silver,NJ,Microwave,no power,2024-07-13,approved,denied,0.0,LIMIT_EXCEEDED
CLM000404,C00655,Gold,KS,HVAC,refrigerant leak,2024-07-02,approved,denied,0.0,INFO_MISSING
CLM000405,C00629,Gold,NV,Dryer,no heat,2024-04-18,closed,covered,391.55,
CLM000406,C00285,Silver,PA,Water Heater,leak,2025-08-07,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000407,C01251,Gold,WV,Plumbing,low pressure,2025-08-12,in_review,,0.0,
CLM000408,C00289,Platinum,TN,Electrical Panel,burn smell,2024-07-07,in_review,,0.0,
CLM000409,C01166,Platinum,FL,Microwave,turntable stuck,2025-05-08,in_review,,0.0,
CLM000410,C01020,Gold,VA,HVAC,refrigerant leak,2025-06-03,approved,covered,130.96,
CLM000411,C00992,Gold,CA,Plumbing,leak under sink,2025-07-02,submitted,,0.0,
CLM000412,C01803,Silver,OK,Plumbing,low pressure,2025-04-29,approved,denied,0.0,LIMIT_EXCEEDED
CLM000413,C00965,Silver,FL,HVAC,no cooling,2025-08-08,approved,covered,914.99,
CLM000414,C01907,Platinum,NM,Water Heater,leak,2025-06-16,approved,covered,3019.17,
CLM000415,C00484,Silver,MA,Washer,won't spin,2025-03-29,submitted,,0.0,
CLM000416,C01420,Silver,LA,HVAC,compressor failure,2024-06-05,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000417,C01767,Silver,HI,Water Heater,leak,2025-03-13,approved,covered,1321.04,
CLM000418,C01751,Silver,WI,Water Heater,leak,2024-11-28,closed,covered,823.06,
CLM000419,C00964,Platinum,IN,Dryer,thermal fuse blown,2024-02-25,approved,partial,713.97,
CLM000420,C01648,Platinum,HI,HVAC,no cooling,2025-01-07,approved,denied,0.0,LIMIT_EXCEEDED
CLM000421,C00991,Platinum,MI,Dishwasher,drain issue,2025-08-04,in_review,,0.0,
CLM000422,C01304,Platinum,AR,Electrical Panel,loose neutral,2024-12-31,closed,covered,1508.8,
CLM000423,C01248,Platinum,KY,HVAC,no cooling,2024-12-31,in_review,,0.0,
CLM000424,C00608,Silver,VA,Microwave,turntable stuck,2024-04-17,denied,denied,0.0,EXCLUDED_PREEXIST
CLM000425,C00781,Platinum,WY,Water Heater,leak,2024-06-09,denied,partial,1845.12,
CLM000426,C01151,Platinum,ND,Dryer,no heat,2025-07-17,approved,covered,4161.54,
CLM000427,C00647,Platinum,AK,Microwave,no power,2025-04-12,submitted,,0.0,
CLM000428,C01493,Silver,SD,Dishwasher,leak,2024-06-03,closed,covered,1119.66,
CLM000429,C01819,Silver,TN,Dishwasher,leak,2025-07-18,approved,partial,820.02,
CLM000430,C00767,Silver,NJ,Water Heater,no hot water,2024-04-08,approved,partial,1365.2,
CLM000431,C00550,Silver,ID,Dishwasher,leak,2025-02-10,approved,denied,0.0,COVERED_MECH
CLM000432,C00738,Silver,NY,Dishwasher,spray arm broken,2025-02-08,in_review,,0.0,
CLM000433,C01458,Platinum,KS,Electrical Panel,burn smell,2024-07-17,closed,partial,2594.07,
CLM000434,C02000,Gold,ME,Dishwasher,spray arm broken,2024-09-07,in_review,,0.0,
CLM000435,C01385,Silver,SD,Refrigerator,control board fault,2025-06-10,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000436,C00199,Silver,HI,Dryer,thermal fuse blown,2025-03-31,closed,partial,1187.41,
CLM000437,C00940,Silver,DE,Washer,won't spin,2024-08-31,approved,covered,454.57,
CLM000438,C01452,Platinum,AL,Refrigerator,control board fault,2024-08-26,submitted,,0.0,
CLM000439,C00299,Gold,RI,Refrigerator,ice maker failure,2024-08-23,denied,partial,1160.46,
CLM000440,C01630,Platinum,NM,Plumbing,leak under sink,2024-09-13,submitted,,0.0,
CLM000441,C00321,Platinum,MS,Washer,won't spin,2024-05-10,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000442,C01850,Platinum,KY,Electrical Panel,burn smell,2025-04-27,closed,denied,0.0,EXCLUDED_PREEXIST
CLM000443,C01723,Gold,CT,Water Heater,no hot water,2025-01-12,denied,partial,618.91,
CLM000444,C00960,Platinum,ME,Microwave,turntable stuck,2024-08-29,approved,partial,3817.43,
CLM000445,C00326,Platinum,ND,Microwave,magnetron fault,2024-10-29,approved,partial,3291.89,
CLM000446,C01256,Gold,MA,Dishwasher,leak,2024-06-27,approved,partial,1022.35,
CLM000447,C00711,Platinum,ID,Refrigerator,control board fault,2024-03-03,approved,denied,0.0,INFO_MISSING
CLM000448,C00266,Platinum,KY,Dishwasher,won't start,2024-07-15,in_review,,0.0,
CLM000449,C00287,Silver,NY,Dryer,drum won't turn,2025-01-17,approved,partial,989.45,
CLM000450,C00699,Platinum,GA,Dryer,no heat,2024-01-16,closed,partial,2005.12,
CLM000451,C01271,Gold,LA,Electrical Panel,breaker trips,2024-05-01,submitted,,0.0,
CLM000452,C00922,Gold,LA,Refrigerator,ice maker failure,2024-12-20,in_review,,0.0,
CLM000453,C01937,Platinum,CA,Microwave,turntable stuck,2025-06-11,in_review,,0.0,
CLM000454,C00277,Silver,IN,Dishwasher,won't start,2024-11-23,submitted,,0.0,
CLM000455,C00089,Silver,SC,HVAC,compressor failure,2024-05-06,denied,covered,1378.02,
CLM000456,C00287,Silver,NY,Dishwasher,leak,2024-03-09,in_review,,0.0,
CLM000457,C00951,Gold,VT,Plumbing,leak under sink,2024-12-30,approved,covered,864.23,
CLM000458,C00526,Gold,CT,HVAC,no cooling,2024-03-21,in_review,,0.0,
CLM000459,C01252,Gold,ID,Plumbing,leak under sink,2025-07-27,denied,covered,1448.61,
CLM000460,C00245,Platinum,HI,HVAC,thermostat error,2024-11-29,closed,covered,3638.2,
CLM000461,C01445,Silver,NC,Refrigerator,not cooling,2025-07-03,approved,covered,1475.47,
CLM000462,C00257,Platinum,ID,Electrical Panel,burn smell,2025-06-04,approved,partial,2419.28,
CLM000463,C01294,Platinum,MS,Microwave,no power,2024-03-27,submitted,,0.0,
CLM000464,C00077,Platinum,AL,Microwave,magnetron fault,2024-10-24,closed,partial,4671.13,
CLM000465,C00247,Silver,AL,Water Heater,no hot water,2024-05-25,approved,denied,0.0,COVERED_MECH
CLM000466,C01825,Gold,NV,Water Heater,pilot won't stay lit,2024-12-04,in_review,,0.0,
CLM000467,C01323,Platinum,MI,Water Heater,leak,2025-07-07,submitted,,0.0,
CLM000468,C00396,Silver,GA,Dishwasher,spray arm broken,2024-12-01,closed,covered,397.58,
CLM000469,C01981,Silver,CT,Microwave,no power,2024-08-30,closed,denied,0.0,COVERED_MECH
CLM000470,C01940,Platinum,CA,Refrigerator,control board fault,2024-10-11,submitted,,0.0,
CLM000471,C00192,Platinum,IL,HVAC,refrigerant leak,2024-07-25,denied,partial,493.92,
CLM000472,C00283,Platinum,OR,Refrigerator,ice maker failure,2024-06-01,denied,partial,4484.63,
CLM000473,C01466,Gold,CT,HVAC,refrigerant leak,2024-01-10,in_review,,0.0,
CLM000474,C00464,Silver,CO,Dryer,drum won't turn,2024-12-16,approved,covered,1435.15,
CLM000475,C00716,Silver,WY,Dryer,no heat,2025-06-15,in_review,,0.0,
CLM000476,C01620,Gold,KS,Dryer,drum won't turn,2024-04-02,denied,partial,2026.98,
CLM000477,C01994,Silver,NH,Microwave,turntable stuck,2025-02-12,approved,partial,180.68,
CLM000478,C01846,Silver,OK,Washer,won't spin,2025-05-29,approved,covered,880.46,
CLM000479,C01611,Silver,VA,HVAC,compressor failure,2024-06-07,submitted,,0.0,
CLM000480,C01963,Silver,MA,Refrigerator,not cooling,2025-02-24,submitted,,0.0,
CLM000481,C00882,Platinum,RI,Washer,drain pump failure,2025-08-02,closed,partial,4781.46,
CLM000482,C01758,Platinum,VT,Water Heater,no hot water,2024-12-03,approved,denied,0.0,COVERED_MECH
CLM000483,C00808,Platinum,MA,Washer,won't spin,2024-11-03,approved,denied,0.0,LIMIT_EXCEEDED
CLM000484,C00269,Gold,UT,HVAC,compressor failure,2025-04-16,denied,denied,0.0,EXCLUDED_INSTALL
CLM000485,C01833,Gold,IL,HVAC,compressor failure,2025-01-31,submitted,,0.0,
CLM000486,C00590,Platinum,NC,Dishwasher,won't start,2024-10-21,denied,denied,0.0,EXCLUDED_PREEXIST
CLM000487,C01708,Silver,VT,Water Heater,leak,2024-08-15,denied,denied,0.0,INFO_MISSING
CLM000488,C01401,Gold,SC,Refrigerator,not cooling,2025-01-07,submitted,,0.0,
CLM000489,C01842,Platinum,CA,Dishwasher,leak,2025-01-25,denied,covered,645.5,
CLM000490,C00525,Gold,ID,Dryer,thermal fuse blown,2024-05-20,submitted,,0.0,
CLM000491,C01213,Gold,NY,Dryer,no heat,2025-08-07,denied,partial,1445.1,
CLM000492,C01655,Silver,DE,Dishwasher,leak,2024-04-21,in_review,,0.0,
CLM000493,C01877,Gold,NY,HVAC,thermostat error,2025-03-06,in_review,,0.0,
CLM000494,C00785,Silver,IL,HVAC,thermostat error,2025-01-27,approved,denied,0.0,EXCLUDED_PREEXIST
CLM000495,C01945,Platinum,MS,Plumbing,clogged drain,2024-04-15,in_review,,0.0,
CLM000496,C00993,Silver,MT,Plumbing,leak under sink,2025-05-19,approved,partial,190.81,
CLM000497,C00833,Platinum,WA,Water Heater,pilot won't stay lit,2024-06-02,submitted,,0.0,
CLM000498,C00340,Gold,AL,Plumbing,low pressure,2024-03-11,approved,partial,1945.48,
CLM000499,C01803,Silver,OK,Microwave,turntable stuck,2025-02-24,approved,denied,0.0,COVERED_MECH
CLM000500,C00165,Platinum,NV,Water Heater,pilot won't stay lit,2025-06-19,closed,denied,0.0,INFO_MISSING
CLM000501,C00618,Gold,MS,Dishwasher,spray arm broken,2025-05-27,in_review,,0.0,
CLM000502,C00480,Silver,AK,HVAC,refrigerant leak,2024-03-16,approved,denied,0.0,COVERED_MECH
CLM000503,C00292,Gold,AZ,Refrigerator,control board fault,2024-11-02,approved,partial,1575.65,
CLM000504,C01643,Gold,FL,Microwave,turntable stuck,2024-10-13,submitted,,0.0,
CLM000505,C01286,Silver,NM,Washer,won't spin,2025-07-29,approved,denied,0.0,EXCLUDED_INSTALL
CLM000506,C00896,Gold,VA,Dishwasher,drain issue,2024-04-19,approved,partial,1876.2,
CLM000507,C01909,Silver,NC,Dryer,no heat,2024-02-18,denied,partial,144.6,
CLM000508,C00086,Silver,KY,HVAC,compressor failure,2025-07-11,closed,denied,0.0,COVERED_MECH
CLM000509,C00399,Silver,MA,Dishwasher,won't start,2024-06-10,approved,covered,1397.92,
CLM000510,C01105,Silver,KY,Water Heater,pilot won't stay lit,2025-06-03,approved,covered,382.33,
CLM000511,C00915,Silver,NV,Water Heater,leak,2024-03-18,approved,denied,0.0,INFO_MISSING
CLM000512,C01496,Platinum,MN,Refrigerator,control board fault,2024-05-11,approved,partial,234.78,
CLM000513,C00143,Gold,NM,Plumbing,leak under sink,2025-07-15,closed,partial,1226.5,
CLM000514,C01204,Gold,AR,Plumbing,leak under sink,2025-05-12,in_review,,0.0,
CLM000515,C00194,Silver,SD,Microwave,turntable stuck,2024-12-23,approved,covered,1164.59,
CLM000516,C00117,Silver,CT,Dishwasher,won't start,2025-04-23,denied,denied,0.0,EXCLUDED_INSTALL
CLM000517,C01258,Gold,AZ,Dishwasher,drain issue,2024-05-03,approved,covered,560.49,
CLM000518,C01643,Gold,FL,Refrigerator,not cooling,2025-02-16,denied,covered,1561.84,
CLM000519,C01837,Silver,NH,HVAC,compressor failure,2024-11-01,approved,partial,1405.51,
CLM000520,C01587,Silver,AK,Dishwasher,leak,2025-04-03,in_review,,0.0,
CLM000521,C01436,Platinum,WY,Refrigerator,ice maker failure,2024-12-10,submitted,,0.0,
CLM000522,C01566,Gold,MO,HVAC,compressor failure,2025-02-10,in_review,,0.0,
CLM000523,C01932,Gold,OK,Dishwasher,spray arm broken,2025-05-19,approved,denied,0.0,LIMIT_EXCEEDED
CLM000524,C01072,Gold,SD,Water Heater,pilot won't stay lit,2025-03-11,denied,partial,1769.89,
CLM000525,C01920,Silver,SD,Microwave,no power,2024-08-02,approved,partial,886.23,
